Id-Doc,ArabicTitle,EnglishTitle
D357, تصميم وتنفيذ فتحة مقسم الطاقة microstrip مكدسة ل هوائيات مجموعة ,design and implementation of aperture stacked microstrip power divider for array antennas
D358," تصميم وتنفيذ نظام رسومات ثلاثية الأبعاد ، نهج نمذجة هرمية تفاعلية ",design & implementation of a 3d graphics system an interactive hierarchical modeling approach
D359, تصميم وتنفيذ أقصى وحدة تحكم لتتبع نقاط الطاقة للأنظمة الضوئية ,design and implementation of maximum power point tracking controller for photovoltaic systems
D360, تصميم وتشغيل جهاز رصد قاذورات لدراسة التلوث في أنبوب ملتوي ,design and operate a fouling monitoring device to study fouling at twisted tube
D361, التصميم الأمثل لأنابيب الكربون متناهية الصغر باستخدام مفاعل يعمل بترسيب ,design & optimization of cnt’s prod. in cvd reactor
D362, تصميم وتقييم أداء مخططات تخصيص الموارد لأنظمة mimo-ofdma مع قيود   الإنصاف ,design and performance evaluation of resource allocation schemes for mimo-ofdma systems with fairness constraint
D363, تصميم ومحاكاة نموذج التيار لمكبرات الطي وتطبيقاته في التحولات من تماثلي الى   رقمي ,design and simulation of a current-mode folding amplifier and its application in analog-to-digital converter
D364, تصميم وتقييم أداء أبراج التبريد التبخيري ,design and performance evaluation of evaporative cooling towers
D365, اعتبار التصميم لشبكة الاستشعار اللاسلكية للأتمتة الصناعية ,design consideration for wireless sensor network for industrial automation
D366, تصميم واختبار سخان الميكروويف ,design and test of a microwave heater
D367, تصميم واجهة مستخدم رسومية لتعزيز نظام الرؤية الثنائية في أنظمة الاذرع الالية   العاملة عن بعد ,d esign o f a g raphical u ser interface to a ugm ent a t elerobotic stereo-v ision system
D368, تصميم نظام استخلاص الزيت المعزز بالسطح القلوي لخزان من الحجر الجيري   العربي السعودي ,design of an a lkaline/surfactant/polym er enhanced oil recovery scheme for a saudi arabian limestone reservoir
D369, تصميم هوائي LTE للاتصالات المتنقلة ,design of an lte antenna for mobile communications
D370, تصميم جهاز إلغاء الصدى للقاعات الصوتية ,design of an echo canceller for acoustic halls
D371, مقاييس اقتران مستوى التصميم لنماذج uml ,design level coupling metrics for uml models
D372, تصميم وتقييم أداء أنظمة التبريد باستخدام النماذج الديناميكية الحرارية ,design and performance evaluation of refrigeration systems using thermodynamic models
D373, تصميم لاستبدال النظم في المباني ,design for systems replacement in buildings
D374, تصميم شبكة تغذية بالميكروويف ذات نطاق عريض قابلة للبرمجة ,design of a programmable wideband microwave feed network
D375, تصميم مرشح النطاق المحسن لنقل البيانات محدود الطاقة ,design of band limited energy optimized data transmission filter
D376, تصميم دوائر الحوسبة التناظرية في الوضع الحالي CMOS ,design of cmos current-mode analog computational circuits
D377, تصميم القالب المركب لسحب الأسلاك ,design of composite die for wire drawing
D378, تصميم نيت لاستجابة النبضة (التنوب) لترات استقراء مجال الموجة ,the design of finite impulse response (fir) wave field extrapolation
D379, تصميم معادلات متباعدة كسريا ,design of fractionally spaced equalizers
D380, تصميم هوائي مقلوب مكدس التصحيح ,design of inverted stacked patch antenna
D381, تصميم هوائي مصفوفة طولي خطي صغير باستخدام وحدة تغذية مصفوفة متكاملة ,design of micro strip linear phased array antenna using integrated array feeder
D382, تصميم المرشحات الرقمية 1 د و 2 د باستخدام تقنية irls ,design of 1-d and 2-d hr digital filters using irls technique
D383, تصميم وحدات تحكم هيكل متغير الأمثل: تطبيقات ديناميات نظام الطاقة ,design of optimal variable structure controllers: applications to power system dynamics
D384, تصميم وحدات تحكم قوية تستند إلى PSS و FACTS لتعزيز استقرار أنظمة الطاقة ,design of robust PSS and FACTS-based controllers for stability enhancement of power systems
D385, تصميم نظام آلي عن بعد عبر شبكة محلية (LAN) ,design of telerobotic system over a local area network (lan)
D386, تصميم المضخم المتغير لمقاومة الكسب ,design of variable gain transimpedance preamplifier
D387, تصميم ألواح الوافل باستخدام نموذج دعامة وربطة ,design of waffle slabs using strut-and-tie model
D388, التحقيق التجريبي ونمذجة الألواح المجوفة سابقة التجهيز مع نموذج دعامة وربطة ,EXPERIMENTAL INVESTIGATION AND MODELING OF PRESTRESSED PRECAST HOLLOW-CORE SLABS WITH A STRUT-AND-TIE MODEL
D389, تصميم ونمذجة وتنفيذ VLSI لمعالج مصفوفة تدفق بيانات المخاطر ,"design, modeling, and VLSI implementation of a risk dataflow array processor"
D390, تصميم وحدة منطقية حسابية ذاتية التوقيت ,designing a self-timed arithmetic logic unit
D391, تصميم شبكات المحمول الخلوية باستخدام الأساليب الحديثة ,designing of cellular mobile networks using modern heurisrics
D392, تصميم ودراسة أداء عملية الضرب التسلسلية عبر الإنترنت ,Design and study the performance of online decimal multiplier
D393, تصميم مغلف فعال للطاقة للمدارس في المملكة العربية السعودية ,energy-efficient envelope design for schools in saudi arabia
D394, تصميم متر سولاري ,design of solarimeter
D395, تصميم الكائنات باستخدام مفاتيح عقلانية مع التحكم في الشكل ,the designing of objects using rational splines with shape control
D396, تصميم وبناء واجهات التنافر ,design and construction of interface dissonances
D397, تصميم وتصنيف وتحليل الإجهاد للمبادلات الحرارية التبخرية ,"design, rating and exergy analysis of evaporative heat exchangers"
D398, تصميم قوانين التحكم في ردود الفعل الحكومية ًاستنادا إلى نماذج الطلبات المخفضة ,design of state feedback control laws based on reduced order models
D399, تطوير الرقم الاستدلالي لأسعار المشاريع المدرسية في السعودية ,developing a price index for school projects in saudi arabia
D400, تصميم الأشياء باستخدام شرائح مكعبة ناعمة ,designing of objects using smooth cubic splines
D401, إزالة الكبريت من البنزين ووقود الديزل باستخدام تقنيات غير مستهلكة للهيدروجين ,desulfurization of gasoline and diesel fuels using non-hydrogen consuming techniques
D402, فحص و تشخيص التذبذب المنتشر خلال المصنع ,detection and diagnosis of plant-wide oscillations
D403, التعرف على الشق العرضي في محور دوار باستخدام طريقة التحويل الوجوي ,detection of a transverse crack in a rotating shaft using wavelet transform
D404, كشف الأعطال ذات المقاومة المالية باستخدام الشبكات العصبية ,detection of high impedance faults using artificial neural networks
D405, التعرف على الجمل الاستفهامية في المحاضرات العربية الصوتية ,detection of question segment in an audio arabic lecture
D406, التكسير الحفزي للزيت المفرغ : تأثير الإضافات و التأثير الكيناتيكي ,cracking of vgo to produce olefins: effect of additives
D407, كشف و تصحيح الصمام ذو احتكاك حالة السكون في دوائر التحكم ,causes of contractors’ failures in saudi arabia
D408, تحديد مدة تنفيذ المشاريع العامة في المملكة العربية السعودسة ,catalytic chain transfer polymerization of methacrylates and styrene
D409, حساب نفاذية الصخور الكاملة القطر المحتوية على صدع باستخدام طريقة تلاشي   النبض الضغطي ,canonical elastoplstic - damage modelling of reinforced concrete
D410, تحديد سرعة الوسط قرب سطح الأرض بواسطة الصيغة العكسية الخطية للحقول   الموجية السطحية المتبعثرة ,electrocatalytic activity of ce/w modified mesoporous carbon supported pt-pd catalysts for formic acid oxidation
D411, إيجاد القيم المستهدفة المثلى لبرامترات عمليتين صناعيتين متتاليتين ,determining optimal target values for two processes in series
D412," تحديد السرعة ، درجة الحرارة والراحة داخل مجال ثلاثي الابعاد ","process targeting, quality, sampling plan, 100% inspection, inspection error."
D413, إزالة سميه المركبات العضويه المكلورة عن طريق استخدام مفاعل ميكروي وتقديرها   بواسطه جهاز الغاز الكروماتوجرافي اللوني ,detoxification of chlorinated organic compounds using fluidic microreactor with gas chromatography/mass spectrometry
D414, تطوير نموذج لحساب كلفة الخرسانة في المباني السكنية الصغيرة ,developing a concrete cost estimating model for small residential buildings
D415, نفاذية انتشار و ادمصاص المركبات الاروماتية في مركبات الزيولايت باستخدام تقنية   الاعمدة عديمة الطول ,Permeability of the spread and adsorption of aromatic compounds in zeolite compounds using longitudinal columns technique
D416, الانتشار المعدل ذو أقل متوسط تربيعي في شبكات الحساسات اللاسلكية ,diffusion normalized least mean squares over wireless sensor networks
D417, تصميم المرشحات الرقمية بواسطة التمثيلات الزمنية التقريبية ,digital filter design by approxim ate time-domain modeling
D418, تصميم الفلاتر الرقمية باستخدام تقنية المصفوفات الخطية الغير متساوية ,digital filter design using lmi based techniques
D419," النمذجة الرقمية لمنكشف الهفوف عبر دمج الليدار، الرادار الأرضي وعلم الرسوبيات   في المنطقة الشرقية من المملكة العربية السعودية ","digital outcrop modeling of hofuf outcrop via integrating lidar,ground penetrating radar and sedimentology, eastern province, saudi arabia"
D420, التشويه الرقمي المسبق لمضخمات القدرة اللاخطية باستخدام الترشيح المتكيف وأمثلة   حشود الجزيئات ,digital predistortion of nonlinear power amplifiers using adaptive filtering and particle swarm optimization
D421, دوائر الكترونية مبرمجة رقميا ,digitally programmable tuned circuits
D422, التحكم المباشر في الاحمال الكهربائية باستخدام المتحكم المنطقي المبرمج ,direct load control using programmable logic controller
D423, عمل دراسة مخبرية عن امتداد الكلوروفورم في التربة المشبعة ,dispersion of chloroform in a saturated porous media
D424," حساب المقطع التفاضلي للتفاعل من اجل طاقات ديوترون دون 1,3 مليون الكترون   فلط باستخدام نظرية تقريب بورن للموجات المشوهة ","distorted wave born approximation calculation of differential cross section of 14n(d,a)12c reaction below 1.3 mev deuteron energies"
D425, التقدير الموزع للشبكات المتكيفة ,distributed estimation over adaptive networks
D426, سرب الجسيمات الموزعة للشبكات الإستشعارية اللاسلكية ,distributed particle swarm optimizer for wireless sensor networks
D427, تتبع شفرات دلل لاشارات cdma مع تلاشي الارسال و التداخل متعد الوصول ,dll code tracking of cdma signals under fading and multiple access interference
D428, تحليل الوثائق وفهرسة اللغة العربية ,document analysis and indexing of arabic manuscripts
D429, التحليل الدينامكى والتحكم فى الشبكات الكهربائية الصغيره ,dynamic analysis and control of microgrids
D430, تحليل حساسية مسالة ترحيل الطاقة الاقتصادي ,dynamic economic dispatch with sensitivity analysis
D431, دراسة عملية لاستخراج أيونات العناصر الأرضية النادرة (REE) بواسطة مركبات   الألكيلان متعددة الكيسات ,A practical study for the extraction of rare earth element (REE) ions by polycystic alkylane compounds
D432, أداء المتانة لقضبان gfrp في ظل ظروف التعرض ظروف بيئية قاسية ,durability performance of gfrp bars under aggressive local exposure conditions
D433, قوة تحمل كمرات الخرسانة المسلحة المصلحة بمواد اصلاح مختلفة ,durability of reinforced concrete beams repaired with various repair materials
D434, تقيم متانة نقطة التجمع للأنابيب الأسطوانيه الخرسانيه المطليه بالياف راتنج الفيبرجاس ,durability assessment of joint assembly for fiberglass resin coated concrete cylinder pipes.
D435, الثنائيات وتحولات المثالية في PVMDs المدمجة وحزم Coprime فيما يتعلق   بالعمليات النجمية ,Duals and Transforms of Ideals in PVMDs Compact and Coprime Packedness With Respect to Star Operations
D436, إيجاد الجدول المثالي لتوزيع مهمات منصات الحفر ,drilling rig shedule optimization
D437, توزيع ترشيح كالمان ,distributed kalman filtering
D438, تعطيل المواد الماصة للجفاف ,deactivation of dehydration adsorbents
D439, طريقة انتشار الحزمة الزمنية المشتتة لتحليل الأجهزة البصرية ,dispersive time domain beam propagation method for analyzing optical devices
D440, تأثير تركيبة المحلول الملحي على تغير قابلية البلل لصخور الكربونات في وجود   مركبات قطبية ,effect of brine composition on wettability alteration of carbonate rocks in the presence of polar compounds
D441, محاكاة مونتي كارلو الديناميكية للبلمرة الجذرية لنقل الذرة ,dynamic monte carlo simulation of atom transfer radical copolymerization
D442, نظام الإحداثيات الإسقاطي الديناميكي لتشفير المنحنى الإهليلجي ,dynamic projective coordinate system for elliptic curve cryptography
D443, الاستجابة الديناميكية للألواح المركبة المحملة بالسوائل للأحمال الثابتة والمتحركة ,dynamic response of fluid-loaded composite plates to stationary and moving loads
D444, نظام أسماء النطاقات الديناميكية باستخدام تقنية السلسلة المتعاقبة(P2P) وبروتوكول   الند للند ,dynamic round robin peer to peer (p2p) domain name system (dns)
D445, الغاء الصدى باستخدام خوارزمية NLMS متغيرة حجم الخطوة ,echo cancellation using a variable step-size NLMS algorithm
D446, نموذج الكمية الاقتصادية للإنتاج المتضمن للإنتاج المعيوب خلال ضبط عملية التصنيع   – بعض الاعتبارات. ,economic production quantity model with imperfect quality during a process adjustment period-some considerations
D447, تاثير مزيج من البولي اثيلين المنخفض الكثافة الخطي المعنية للتجهيز و الخصائص   الميكانيكية في مهب الاغشية ,effect of blend ratio of h-lldpe with ldpe on the processability and the mechanical properties of blown films
D448, تأثير الشيخوخة على قوة التعب من سبيكة ht  800 ,the effect of aging on the fatigue strength of alloy 800ht
D449, تأثير الكسر الهيدروليكي على أداء خزان مكثف غازي ذي طبقات ,effect of a hydraulic fracture on the performance of a layered gas condensate reservoir
D450, نموذج لكمية الإنتاج الاقتصادي لمعدل الإنتاج المتغير ,Model of the economic production quantity of the variable production rate
D451, مقياس التشابه الديناميكي لتخطيط قاعدة الحالة تحت النقص ,Dynamic similarity scale for base state planning under shortage
D452, تاثير الركاب ذوي الخيار الواحد على نماذج اختيار وسائط النقل بين المدن ,effect of captive riders in intercity mode-choice modelling
D453, تاثير الصب و حرارة الانضاج على خصائص الخرسانة ,the effect of casting and curing temperatures on the properties of concrete
D454, تاثير طرق المعالجة على خصائص الخرسانة العادية و الخرسانة ذات الإضافات   المعدنية ,effect of curing methods on properties of plain and blended cement concretes
D455, تاثير الكربونات و البيكربونات و الكبريتات على إزالة الفينول عن طريق عملية   الاكسدة الكهروكيميائية ,"effect of co3 2-, hco3 -, and so4 2- on the degradation of phenol in electrochemical oxidation process"
D456, تصميم نوافذ موفر للطاقة من خلال دمج إضاءة النهار والإضاءة الاصطناعية في   مباني المكاتب ,energy-efficient window design through the integration of daylighting and artificial lighting in office buildings
D457, تأثير درجة حرارة الصب ونظام المعالجة على الخواص الميكانيكية ومتانة الخرسانة ,effect of casting temperature and curing regime on mechanical properties and durability of concrete
D458, تأثير حشوات النانو الخزفية على خواص البولي إيثيلين ,effect of ceramic nano fillers on polyethylene properties
D459, تاثير الاكسجين على السعة الامتزازية للكربون الحبيبي المنشط للفينول و   الارثوكريسول ,effect of oxygen on the adsorption capacity of the active carbon of phenol and ethocycessol
D460, تاثير الاكسجين المذاب على قدرة الكربون المنشط ,The effect of dissolved oxygen on the capacity of activated carbon
D461, تنفيذ دور البناء و التأمين في المملكة العربية السعودية ,enforcing the role of construction insurance in saudi arabia
D462, تأثير الظروف الخلالية على خصائص الاصطدام والضغط الهيدروستاتيكي المتفجر   على أنابيب الألياف الزجاجية المقواة حراريا ً ,impact of interstitial conditions on collision properties and explosive hydrostatic pressure on thermally reinforced glass fiber tubes.
D463, تأثير البيئة على خصائص الشد والإعياء على المركبات المقواة بالألياف الزجاجية ,effect of environment on the fatigue and the tensile properties of glass fiber reinforced composites
D464, دراسة مدى تاثير التوزيع الهندسي لبراغي التثبيت اللوبية على قوى الاجهاد الميكانكية ,effect of bolt layout on the mechanical behavior of bolted joint
D465, تأثير ضرر التكوين على أداء البئر الأفقي ,effect of formation damage on horizontal well performance
D466, خصائص الهندسة والمعادن تكوين شرائح واسعة في منطقة القطيف (K.S.A.) ,engineering properties and mineralogical composition of expansive clays in al-qatif area (k.s.a.)
D467, تأثير أحجام جزيئات سائل الحفر على تلف التكوين: التطبيق على البئر الأفقي ,effect of drilling fluid particle sizes on formation damage: application to horizontal well
D468, كاشف الجهد الكهربائي التفاضلي في تحليل حقن التدفق والمعايرة الدقيقة ,differential electrolytic potentiometric detector in flow injection analysis & in micro titration
D469, تطوير طرق تحليلية أو بعض المواد المضافة ودراسة سلوكها في الزيوت العازلة   للمعادن ,developing analytical methods or some additives and studying their behavior in mineral-insulating oils
D470, تطوير وتطبيق مقدرات الحالة الخطية للتحكم في التقطير التفاعلي ,development and application of linear state estimators in control of reactive distillation
D471, تطوير واختبار نموذج شبكة عصبية اصطناعية للتنبؤ بضغط قاع البئر في التدفق   الرأسي متعدد الأطوار ,development and testing of an artificial neural network model for predicting bottomhole pressure in vertical multiphase flow
D472, تطوير وتوصيف الأنابيب النانوية الكربونية (cnts) وكربيد السيليكون (sic) المعزز   بمركبات النانو الكربونية ,development and characterization of carbon nanotubes (cnts) and silicon carbide (sic) reinforced al-based nanocomposites
D473, تطوير مخطط التحكم في الازدحام لشبكات أجهزة الصراف الآلي ,development of a congestion control scheme for atm networks
D474, تطوير نظام تبريد يعمل بالطاقة الشمسية بشكل مستمر ,development of a continuously operating solar powered refrigeration system
D475, تطوير آلة تخطيط كهربية القلب تعتمد على dsp-32c باستخدام أجهزة الكمبيوتر   الدقيقة ,development of a dsp-32c based electrocardiograph machine using microcomputers
D476, تطوير مطياف الانهيار الناجم عن الليزر للكشف عن العناصر السامة في مستحضرات   التجميل ,development of a laser induced breakdown spectrometer for detection of toxic elements in cosmetic products
D477, تطوير نموذج لاختيار طريقة لحل النزاع ,development of a model for the selection of dispute resolution method
D478, تطوير نموذج متعدد الخصائص لتقييم قدرة المباني للاستخدام المؤقت كملاجىء إيواء   انتقالية اثناء الفيضانات في اليمن ,development of a multi-criteria model for assessing the buildings potential for temporary use as flood transitional settlement shelters in yemen
D479, تطوير اطار التحليل المتعدد ل NURBS ,development of a multiresolution framework for nurbs
D480, تطوير مادة هلامية جديدة قليلة التكلفة للتحكم بإنتاج المياه من ابار النفط و الغاز ,development of a new cost-effective polymer gel for water control in oil and gas wells
D481, تطوير نظام محاكاة متقدم رادار اختراق الأرض ,Development of an advanced simulation system of ground penetrating radar
D482, تطوير أداة لتقييم إدارة الصيانة بالمدارس العامة بالمملكة العربية السعودية ,development of an assessment tool for maintenance management in public schools in saudi arabia
D483, تطوير مائع حفر ذو قاعدة زيتية غير مضرة للبيئة باستخدام زيت الكانولا ,development of an environment-freindly oil-based mud using canola oil
D484, تطوير معامل تشتت مكافئ لنموذج نقل ملوث معقد ,development of an equivalent dispersion coefficient for a complex contaminant transport model
D485, تطوير طرق التحليل الآلي في الموقع لتحليل المياه ,development of automated on-site analytical methods for water analysis
D486, تطوير معادلات رياضية لحساب النفاذية النسبية في وجود الماء و الزيت ,development of empirical equations for water-oil relative permeability
D487, تطوير أساليب تحليلية لتحليل أثر المبيدات الفوسفوعضوية والامينات الأحيائية في   عينات الطعام ,development of analytical methods for trace analysis of organophosphorus pesticides and biogenic amines in food samples
D488, تطوير إرشادات لاستخدام خطة الأربع فترات لاشارات المرور في المملكة العربية   السعودية ,development of guidelines for four phase traffic signal scheme
D489, تطوير نموذج بيانات تكلفة تجميع الأعمال الميكانيكية للمباني السكنية في المملكة   العربية السعودية ,Development of mechanical works' assembly cost data model for residential buildings in Saudi Arabia
D490, تطوير محفزات الأكسدة الكهربائية الميثانول لتطبيق مباشر خلية الوقود الميثانول ,development of methanol electro-oxidation catalysts for direct methanol fuel cell application
D491, تطوير غشاء خزفي متدرج متعدد الطبقات ,development of multi-layered gradient ceramic membrane
D492, تطوير طرق العينات الموحدة لمبيدات اورجانكلوران في مياه البحر و المأكولات   البحرية ,development of onsite sampling approaches for organochlorine pesticides in sea water and seafoods
D493, تطوير معالج الإنذارات الذكي ,the development of an intelligent alarm processor
D494, تطوير نظام خبرة لتقييم الكفاءة البيئية ,development of an expert systemfor evaluating the environmental quality of office buildings
D495, تطوير التداخل جديد ُ للزوجة الغاز ٌ ,development of new gas viscosity correlations
D496, تطوير إعداد قياس التدفق متعدد الأطوار باستخدام عدادات كوريوليس ,development of multiphase flow metering set-up utilizing coriolis meters
D497, تطوير كفاءة الطاقة خوارزميات لشبكات الاستشعار اللاسلكية ,development of energy-efficient algorithms for wireless sensor networks
D498, تطوير والتحقق من التحلل البيئي للاكياس البلاستيكية في المملكة العربية السعودية ,development and investigation of environmentally degradable plastic bags in saudi arabia
D499, تطوير نماذج سلوكية لقبول فجوة السائق عند التقاطعات ذات الأولوية ,developing behavioral models for driver gap acceptance at priority intersections
D500, تطوير أقطاب انتشار غاز راني ني لخلايا الوقود ,development of raney-ni gas diffusion electrodes for fuel-cells
D501, تطور مسالة التوافق و تقديم خوارزم جديد ,development of satisfiability problem and a new algorithm
D502, تصميم دارة الكترونية غير خطية قابلة للبرمجة من اجل تطبيقات الشبكات العصبية ,development of reconfigurable nonlinear circuits for neural networks
D503, تطوير معادلات لحساب انتقال الحرارة الإجمالي خلال الغلاف الخارجي للمباني   التجارية في المملكة العربية السعودية ,development of overall thermal transfer value equation for commercial buildings in the kingdom of saudi arabia
D504, تطوير افلام متعدد الكريستالات السليكون الجرمانيوم الرقيق جدا كطبقات إنشائية   للتطبيقات الانظمة النانو الكهروميكانيكية ,development of ultrathin polycrystalline silicon germanium films as structural layers for applications in nanoelectromechanical systems (nems)
D505, تطوير إعداد للقياس في الموقع لتآكل حديد التسليح ,development of a setup for in-situ measurement of reinforcement corrosion
D506, تطوير مواد ماصة لإزالة الزئبق من المواد الهيدروكربونية السائلة ,development of sorbent materials to remove mercury from liquid hydrocarbons
D507, الترجمة الآلية من الإنجليزية إلى العربية باستخدام الطريقة الإحصائية اعتمادا على   المقاطع اللغوية المستخلصة من مكانز ثنائية اللغة ,english to arabic machine translation using a phrase-based approach
D508, تعزيز الاستقرار العابر للتيار المتردد من خلال أنظمة التيار المستمر (mtdc) ,enhancement of ac transient stability through multiterminal dc (mtdc) systems
D509, طريقة فرق الجهد التفاضلية ككاشف في تحليل الحقن الانسيابي ,differential electrolytic potentiometric detector in flow injection analysis
D510, تطوير محفزات مرئية نشطة للضوء لإزالة mtbe من المياه الجوفية ,development of visible light-active catalysts for mtbe removal from ground water
D511, تطوير و تحليل نماذج رياضية للتصفية الحيوية غير المستقرة زمنيا للمركبات   العضوية المتطايرة الفردية و المركبة ,development and analysis of transient models for the biofiltration of single and mixed volatile organic compounds (vocs)
D512, دراسة EPR على مركبات نموذج الفاناديوم التي تحتوي على ذرات غير متجانسة من   النيتروجين والكبريت ,EPR study on vanadium model compounds containing nitrogen and sulfur heteroatoms
D513, التحليل الديناميكي الحراري ودراسة النمذجة لنظام التبريد بالامتصاص الشمسي   المتقطع ,Thermodynamic Analysis and Modeling Study of an Intermittent solar Adsorption Refrigeration System
D514, تأثير مواد ألأقطاب على أزآلة البارا كريسول بأستخدام طريق عملية الأكسدة   الكهروكيميائية ,effect of electrodes material on the degradation of Paracrisol in electrochemical processes
D515, انعكاس متجه مقيد بالانتروبيا مع تطبيق على ترميز الصورة ,entropy-constrained reflected vector quantization with application to image coding
D516, تقنية تخفيف ّمحسنة للحرمان الاقتصادي لهجوم الاستدامة (edos) ,an enhanced mitigation technique for economic denial of sustainability (edos) attack
D517, تقنية شبكة محدبة مرنة محسنة لحل E-TSP ,An enhanced convex-elastic net technique for solving E-TSP
D518, تأثير التردد على انتشار الشقوق في CPVC و HDPE عند درجات حرارة مختلفة ,Effect of frequency on crack propagation in CPVC and HDPE at different temperatures
D519, تأثير مثبطات نمو الحبوب على الخواص الميكروية والميكانيكية للمركبات النانوية wc - ,the effect of grain growth inhibitors to the microstructural and mechanical properties of wc-co nanocomposites
D520, تأثير سرعة المياه الجوفية والأكسجين المذاب على المعالجة الحيوية لخزانات المياه   الجوفية الرملية الملوثة بالبنزين ,effect of groundwater velocity and dissolved oxygen on bioremediation of gasoline-contaminated sandy aquifers
D521, تأثير المعالجة الحرارية على التدفق المستحث و تآكل الألومنيوم عند درجات حرارة   مرتفعة ,effect of heat treatment on the flow induced corrosion of aluminum-sic(p) composites elevated temperatures
D522, تأثير درجات الحرارة العالية والشيخوخة على سوائل الحفر المائية ,the effect of high temperature and aging on water-based drilling fluids
D523, تأثير إجراءات التدرج والاختبار على الحمل و تحمل قدرة الرواسب الكلسية ,the effect of gradation and testing procedures on the load carrying capacity of calcareous sediments
D524, تأثير البحث غير الدقيق على طرق التدرج المترافق ,the effect of inexact line search on conjugate gradient methods
D525, تأثير مواد النفايات المعاد تدويرها محليًا على السلوك المادي وأداء تعبئة المفاصل   وعزل الأسفلت المائي ,the effect of local recycled waste materials on the physical behavior and performance of joint filling and waterproofing asphalt
D526, تأثير الحركة المرورية للمدارس على الازدحام المروري لشبكات الطرق في المدن   الحضرية ,the effect of local schools traffic on congestion of urban network
D527, المصفوفات النانوية لأكسيد المعادن الهجين: التصنيع والخصائص وتطبيقات تحويل   الطاقة ,"Hybrid Metal Oxide Nanoarrays: Fabrication, Properties and Energy Conversion Applications"
D528, تأثير الكسور المتعددة على أداء آبار الغاز ,the effect of multiple fractures on the performance of gas wells
D529, دراسة تأثير الضغط و الحراره علـى تآكل مركب سبيكة الالمنيـوم مـع حبيبــات أكسيد   الالمنيوم بحجم أصغر من الميكرومتر باستخدام مساحيق تشحيم صلبه ,Study of the effect of pressure and temperature on the corrosion of aluminum alloy compound with aluminum oxide granules with a size smaller than a micrometer using solid lubricating powders
D530, تأثير التسرب السائل على الإنتاجية من خزان غاز كثيف المكثفات ,effect of liquid drop-out on the productivity of a rich gas condensate reservoir
D531, تأثير ارتباط المدخلات على المرشحات التكييفية (المقيسة) ,Effect of Input Correlation on (normalized) Adaptive Filters
D532, تأثير ملوحة الماء المحقون على استخراج النفط ,the effect of injected water salinity on oil recovery
D533, تأثير الأطوار المعدنية على تآكل مركبات كربيد الألومنيوم والسيليكون (al-sicp) ,effect of intermetallic phases on corrosion of aluminum-silicon carbide (al-sicp) composites
D534, تأثير طين النانو على خواص إسمنت بئر الزيت لتطبيقات الضغط العالي ودرجة   الحرارة ,effect of nano clay on oilwell cement properties for high pressure and temperature applications
D535, تأثير النانو سيليكا على الأسمنت البورتلاندي السعودي من النوع 'g' في تطبيقات   الضغط العالي ودرجات الحرارة العالية ,effect of nano silica on portland saudi cement type 'g' in high pressure high temperature applications
D536, تأثير التكسرات الطبيعية على استجابة الضغط في الماكامن متعددة الطبقات ,effect of natural fractures on the pressure transient behavior of multilayered reservoirs
D537, تأثير اتجاه التدفق الخارجي وتكوينات لوحة فتحة نفث متعددة على نقل الحرارة في قناة   مستطيلة ,effect of outflow orientation and multiple jets orifice plate configurations on heat transfer in a rectangular duct
D538, تأثير درجة الحموضة والمذيب على الفيزياء الضوئية لمركب الثاميين ,the effect of ph and solvent on the photophysics of thymine
D539, تأثير وضع المشغل الكهروإجهادي على التحكم في أوضاع الاهتزاز للهياكل المرنة ,effect of piezoelectric actuator placement on controlling the modes of vibration for flexible structures
D540, تأثير معلمات العملية على البنية المجهرية وخصائص المركبات النانوية المتكلسة   بالبلازما الشرارة ,effect of process parameters on microstructure and properties of spark plasma sintered al-sic nanocomposites
D541, تأثير الجودة على قرارات القرعة والضمان ومراقبة المخزون ,"effect of quality on lotsizing, warranty and inventory control decisions"
D542, تأثير المثبط على زمن التكون واستقرار نظام هلام الكروم بولي أكريلاميد ّ ,the effect of retarder on gelation time and stability of polyacrylamide chromium gel system
D543, تأثير التشبع فى سرعة الموجات الصوتية فى الصخور الكربونية ,effect of saturation on acoustic of carbonate rocks
D544, تأثير مسافة الرؤية على سلامة التقاطعات غير المؤشرة ,effect of sight distance on the safety of unsignalized intersections
D545, تأثير تنسيق الإشارة على سلامة التقاطع ,the effect of signal coordination on intersection safety
D546, تأثير طلاء الفضة وتنشيط الحديد والكوبالت على نفاذية الأكسجين في 4  la2nio ,effect of silver coating and doping of iron and cobalt on the oxygen permeability of la2nio4
D547, المعادلات الواصفة للنقاوة الدورية والتراص الأحادي ,equational characterizations of cyclic purity and single compactness.
D548, إدراك الليبيوم الجليدي للكينات الصغيرة وميزاتها عند الضغط العالي عند الممتزات   s115 و 13x و 5a ,"icy lebium awareness of little alkins and its features at high pressure en 5a, 13x, and s115 adsorbents"
D549, تأثير درجة الحرارة والتلوث بالملح على تآكل حديد التسليح في الخرسانة المسلحة   بالأكسجين والأسمنت المخلوط ,the effect of temperature and salt contamination on corrosion of reinforcing steel in opc and blended cement concrete
D550, تأثير درجة الحرارة على سلوك التعب للبلاستيك المركب المقوى بالنسيج الكربوني   المنسوج العادي ,effect of temperature on the fatigue behavior of plain weave woven carbon fabric-reinforced composite plastic.
